_id,device_id,store_id,device_type,device_group,make,model,serial_number,pump,grade,capacity,inspection_cycle,remarks,deleted
9412452,21594,32744,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-1,69849,,,,60 MONTH,91,0
9412453,21595,32744,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-1,69885,,,,60 MONTH,92 - REJECTED,0
9412454,21596,32744,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-1,69876,,,,60 MONTH,93 - REJECTED,0
9412455,21597,32744,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-1,69884,,,,60 MONTH,94 - REJECTED,0
9412456,21598,32744,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-1,3112,,,,60 MONTH,95 PL 10,0
9412457,21599,32744,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-1,3113,,,,60 MONTH,96 PL 11,0
9412458,21600,32744,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-1,69880,,,,60 MONTH,97,0
9412459,21601,32744,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-1,69865,,,,60 MONTH,98,0
9412460,21602,32744,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-1,3114,,,,60 MONTH,99 PL 12,0
9412461,21714,32541,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-1,20840,,,,60 MONTH,,0
9412462,21715,32541,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-1,20914,,,,60 MONTH,,0
9412463,21716,32541,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-1,21033,,,,60 MONTH,,0
9412464,21717,32541,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-1,20840,,,,60 MONTH,,0
9412465,21777,32541,PARKING METER,TIMING,DUNCAN INDUSTRIES,,032798,,,,60 MONTH,,0
9412466,21778,32541,PARKING METER,TIMING,DUNCAN INDUSTRIES,,11756,,,,60 MONTH,,0
9412467,21779,32541,PARKING METER,TIMING,DUNCAN INDUSTRIES,,764253,,,,60 MONTH,,0
9412468,21780,32541,PARKING METER,TIMING,DUNCAN INDUSTRIES,,11755,,,,60 MONTH,,0
9412469,21781,32541,PARKING METER,TIMING,DUNCAN INDUSTRIES,,764309,,,,60 MONTH,,0
9412470,21782,32541,PARKING METER,TIMING,DUNCAN INDUSTRIES,,11760,,,,60 MONTH,,0
9412471,21783,32541,PARKING METER,TIMING,DUNCAN INDUSTRIES,,11759,,,,60 MONTH,,0
9412472,21784,32541,PARKING METER,TIMING,DUNCAN INDUSTRIES,,11761,,,,60 MONTH,,0
9412473,21785,32541,PARKING METER,TIMING,DUNCAN INDUSTRIES,,20883,,,,60 MONTH,,0
9412474,21786,32541,PARKING METER,TIMING,DUNCAN INDUSTRIES,,20853,,,,60 MONTH,,0
9412475,21787,32541,PARKING METER,TIMING,DUNCAN INDUSTRIES,,375350,,,,60 MONTH,,0
9412476,21788,32541,PARKING METER,TIMING,DUNCAN INDUSTRIES,,11753,,,,60 MONTH,,0
9412477,21793,32541,PARKING METER,TIMING,DUNCAN INDUSTRIES,,391468,,,,60 MONTH,,0
9412478,21795,32541,PARKING METER,TIMING,DUNCAN INDUSTRIES,,21181,,,,12 MONTH,36,0
9412479,21797,32541,PARKING METER,TIMING,DUNCAN INDUSTRIES,,20917,,,,60 MONTH,,0
9412480,21802,32541,PARKING METER,TIMING,DUNCAN INDUSTRIES,,92278,,,,60 MONTH,,0
9412481,21803,32541,PARKING METER,TIMING,DUNCAN INDUSTRIES,,21115,,,,60 MONTH,,0
9412482,21804,32541,PARKING METER,TIMING,DUNCAN INDUSTRIES,,21115,,,,60 MONTH,,0
9412483,21805,32541,PARKING METER,TIMING,DUNCAN INDUSTRIES,,15518,,,,60 MONTH,,0
9412484,21806,32541,PARKING METER,TIMING,DUNCAN INDUSTRIES,,21120,,,,12 MONTH,,0
9412485,21807,32541,PARKING METER,TIMING,DUNCAN INDUSTRIES,,21120,,,,60 MONTH,,0
9412486,21808,32541,PARKING METER,TIMING,DUNCAN INDUTRIES,,11749,,,,60 MONTH,,0
9412487,21809,32541,PARKING METER,TIMING,DUNCAN INDUSTRIES,,11762,,,,60 MONTH,,0
9412488,24608,31962,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-9,227108,,,,60 MONTH,SCH-4 SCHNEIDERMAN LOT,0
9412489,24609,31962,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-9,198376,,,,60 MONTH,SCH-5 SCHNEIDERMAN LOT,0
9412490,24610,31962,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-9,689329,,,,60 MONTH,SCH-6 SCHNEIDERMAN LOT,0
9412491,24611,31962,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-9,206768,,,,60 MONTH,SCH-7 SCHNEIDERMAN LOT,0
9412492,24612,31962,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-9,124449,,,,60 MONTH,SCH-8 - REJECTED,0
9412493,24613,31962,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-9,198455,,,,60 MONTH,SCH-9 SCHNEIDERMAN LOT,0
9412494,24614,31962,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-9,198421,,,,60 MONTH,SCH-10 SCHNEIDERMAN LOT,0
9412495,24616,31962,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-9,124468,,,,60 MONTH,SCH-12 SCHNEIDERMAN LOT,0
9412496,24617,31962,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-9,198446,,,,60 MONTH,SCH-13 SCHNEIDERMAN LOT,0
9412497,24619,31962,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-9,198435,,,,60 MONTH,SCH-15 - REJECTED,0
9412498,24620,31962,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-9,206775,,,,60 MONTH,SCH-16  SCHNEIDERMAN LOT,0
9412499,24621,31962,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 - (9) (33),198392,,,,60 MONTH,JH-21 JAILHOUSE LOT,0
9412500,24622,31962,PARKING METER,TIMING,DUNC AN INDUSTRIES,5090-1 (9) (33),124462,,,,60 MONTH,JH-22 - REJECTED,0
9412501,24623,31962,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 - (9) (33),694598,,,,60 MONTH,JAILHOUSE LOT,0
9412502,24624,31962,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 - (9) (33),227357,,,,60 MONTH,JH-21 JAILHOUSE LOT,0
9412503,24625,31962,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 - (9) (33),703045,,,,60 MONTH,JH-25 JAILHOUSE LOT,0
9412504,24626,31962,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 - (9) (33),004163,,,,60 MONTH,JH-26 - REJECTED,0
9412505,24627,31962,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 - (9) (33),693985,,,,60 MONTH,JH-27 JAILHOUSE LOT,0
9412506,24628,31962,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 - (9) (33),422045,,,,60 MONTH,JH-28 JAILHOUSE LOT,0
9412507,24629,31962,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 - (9) (33),198433,,,,60 MONTH,JH-29 JAILHOUSE LOT,0
9412508,24630,31962,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 - (9) (33),694599,,,,60 MONTH,JH-30 JAILHOUSE LOT,0
9412509,24631,31962,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 - (9) (33),198401,,,,60 MONTH,JAILHOUSE LOT,0
9412510,24632,31962,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 - (9) (33),198405,,,,60 MONTH,JH-32 JAILHOUSE LOT,0
9412511,24633,31962,PARKING METER,TIMING,DUNCAN INDUSTRIES,101-8,1689,,,,60 MONTH,ST-1,0
9412512,24654,31962,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-1,144643,,,,60 MONTH,MH-9,0
9412513,24655,31962,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-1,233112,,,,60 MONTH,5N-41,0
9412514,24656,31962,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-1,77841,,,,60 MONTH,5N-42,0
9412515,24657,31962,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-1,319859,,,,60 MONTH,5N-43,0
9412516,24658,31962,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-1,016011,,,,60 MONTH,5N-44,0
9412517,24659,31962,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-1,016092,,,,60 MONTH,5N-45,0
9412518,24660,31962,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-1,198157,,,,60 MONTH,5N-46 - REJECTED,0
9412519,24661,31962,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-1,596205,,,,60 MONTH,5N-47,0
9412520,24662,31962,PARKING METER,TIMING,DUNCAN INDUSTRIES,,144601,,,,60 MONTH,EXTRA,0
9412521,24663,31962,PARKING METER,TIMING,DUNCAN INDUSTRIES,,144558,,,,60 MONTH,EXTRA,0
9412522,24664,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-185-11,5586,,,,60 MONTH,REJECTED,0
9412523,24665,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-185-11,5383,,,,60 MONTH,,0
9412524,24666,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-185-11,,,,,60 MONTH,5494,0
9412525,24667,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-185-11,5555,,,,60 MONTH,REJECTED,0
9412526,24672,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-185-11,5636,,,,60 MONTH,,0
9412527,24684,30204,DIGITAL,SCALE,DATALOGIC,,1426,B&W,,30 LB,12 MONTH,,1
9412528,24685,30204,DIGITAL,SCALE,DATALOGIC,,12798,CAFE,,30 LB,12 MONTH,,1
9412529,24686,30204,DIGITAL,SCALE,DATALOGIC,,4720,PROD,,30 LB,12 MONTH,,1
9412530,24687,30204,DIGITAL,SCALE,METTLER,,52608470,CURB,,30 LB,12 MONTH,,1
9412531,24694,31880,DIESEL,FUEL DISPENSER,GILBARCO,,179049,6,DIESEL,,12 MONTH,,0
9412532,24695,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-185-11,16031,,,,60 MONTH,,0
9412533,24696,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-185-11,5559,,,,60 MONTH,,0
9412534,24697,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-185-11,5371,,,,60 MONTH,REJECTED,0
9412535,24698,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-185-11,5391,,,,60 MONTH,,0
9412536,24699,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-185-11,6180,,,,60 MONTH,,0
9412537,24703,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-185-11,4896,,,,60 MONTH,,0
9412538,24704,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-185-11,5499,,,,60 MONTH,REJECTED,0
9412539,24705,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-185-11,5345,,,,60 MONTH,REJECTED,0
9412540,24706,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-185-11,5575,,,,60 MONTH,REJECTED,0
9412541,24707,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-185-11,5504,,,,60 MONTH,,0
9412542,24708,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-185-11,5546,,,,60 MONTH,,0
9412543,24709,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-185-11,5573,,,,60 MONTH,REJECTED,0
9412544,24715,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 - (1) (185),5511,,,,60 MONTH,,0
9412545,24716,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 - (1) (185),5492,,,,60 MONTH,,0
9412546,24717,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 - (1) (185),5380,,,,60 MONTH,REJECTED,0
9412547,24718,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 - (1) (185),5519,,,,60 MONTH,REJECTED,0
9412548,24719,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 - (1) (185),5372,,,,60 MONTH,,0
9412549,24720,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 - (1) (185),5634,,,,60 MONTH,,0
9412550,24721,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 - (1) (185),5381,,,,60 MONTH,REJECTED,0
9412551,24722,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 - (1) (185),5647,,,,60 MONTH,,0
9412552,24723,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 - (1) (185),5349,,,,60 MONTH,REJECTED,0
9412553,24724,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 - (1) (185),5520,,,,60 MONTH,REJECTED,0
9412554,24643,31962,PARKING METER,TIMING,DUNCAN INDUSTRIES,101-8,444807,,,,60 MONTH,ST-11,0
9412555,24644,31962,PARKING METER,TIMING,DUNCAN INDUSTRIES,101-8,1695,,,,60 MONTH,ST-12,0
9412556,24645,31962,PARKING METER,TIMING,DUNCAN INDUSTRIES,101-8,1693,,,,60 MONTH,ST-13,0
9412557,24646,31962,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-1,379087,,,,60 MONTH,MH-1,0
9412558,24647,31962,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-1,379793,,,,60 MONTH,MH-2,0
9412559,24648,31962,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-1,226133,,,,60 MONTH,MH-3,0
9412560,24649,31962,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-1,175371,,,,60 MONTH,MH-4,0
9412561,24650,31962,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-1,379720,,,,60 MONTH,MH-5,0
9412562,24651,31962,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-1,198158,,,,60 MONTH,MH-6,0
9412563,24652,31962,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-1,379717,,,,60 MONTH,MH-7,0
9412564,24653,31962,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-1,379735,,,,60 MONTH,MH-8,0
9412565,29254,31579,GASOLINE,FUEL DISPENSER,WAYNE,,621267,3,PR-93,,12 MONTH,,1
9412566,24668,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-185-11,5385,,,,60 MONTH,,0
9412567,24669,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-185-11,5370,,,,60 MONTH,,0
9412568,24670,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-185-11,5631,,,,12 MONTH,REJECTED,0
9412569,24671,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5080-185-1,5342,,,,12 MONTH,REJECTED,0
9412570,24673,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-185-11,5374,,,,60 MONTH,REJECTED,0
9412571,24674,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-185-11,5637,,,,60 MONTH,,0
9412572,24675,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-185-11,5400,,,,60 MONTH,REJECTED,0
9412573,24676,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-185-11,5560,,,,60 MONTH,REJECTED,0
9412574,24677,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-185-11,5395,,,,60 MONTH,,0
9412575,24678,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-185-11,5360,,,,60 MONTH,,0
9412576,24679,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-185-11,335985,,,,60 MONTH,REJECTED,0
9412577,24680,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-185-11,334314,,,,60 MONTH,REJECTED,0
9412578,24681,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-185-11,16095,,,,60 MONTH,,0
9412579,24682,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-185-11,5354,,,,60 MONTH,REJECTED,0
9412580,24683,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-185-11,5570,,,,60 MONTH,REJECTED,0
9412581,24688,31975,DIGITAL,SCALE,HOBART,,451139092,BK,,30 LB,12 MONTH,,1
9412582,24689,31975,DIGITAL,SCALE,HOBART,,451152149,BK,,30 LB,12 MONTH,,0
9412583,24690,31975,DIGITAL,SCALE,HOBART,,1160764,SF,,30 LB,12 MONTH,,1
9412584,24691,30399,PLATFORM,SCALE,METTLER,,69406296,CURB,,30 LB,12 MONTH,,0
9412585,24692,30399,DIGITAL,SCALE,DATALOGIC,,05272,SELF KIOSK1,,30 LB,12 MONTH,,1
9412586,24693,30399,DIGITAL,SCALE,DATALOGIC,,10203,WINE/BEER,,30 LB,12 MONTH,,1
9412587,24702,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-185-11,5501,,,,60 MONTH,,0
9412588,24710,32542,PARKING METER,TIMING,5090-185-11,,5336,,,,60 MONTH,REJECTED,0
9412589,24711,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-185-11,5358,,,,60 MONTH,,0
9412590,24712,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-185-11,5496,,,,60 MONTH,REJECTED,0
9412591,24713,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-185-11,5348,,,,60 MONTH,,0
9412592,24714,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-185-11,5863,,,,60 MONTH,REJECTED,0
9412593,24731,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 - (1) (185),5574,,,,60 MONTH,,0
9412594,24732,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 - (1) (185),5692,,,,60 MONTH,,0
9412595,24733,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 - (1) (185),5566,,,,60 MONTH,REJECTED,0
9412596,24734,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 - (1) (185),5332,,,,60 MONTH,REJECTED,0
9412597,24738,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,,5635,,,,60 MONTH,REJECTED,0
9412598,24739,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,,5335,,,,60 MONTH,REJECTED,0
9412599,24740,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 - (1) (85),5571,,,,60 MONTH,REJECTED,0
9412600,24741,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,,5500,,,,60 MONTH,REJECTED,0
9412601,24742,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,,5382,,,,60 MONTH,,0
9412602,24751,31677,PARKING METER,TIMING,POM,500-004,231647,,,,60 MONTH,BROWNSVILLE RD 693,0
9412603,24761,31677,PARKING METER,TIMING,POM,500-004,231631,,,,60 MONTH,BROWNSVILLE RD 686,0
9412604,24762,31677,PARKING METER,TIMING,POM,500-004,231623,,,,60 MONTH,BROWNSVILLE RD 690,0
9412605,24763,31677,AIR/VACUUM HOSE,TIMING,POM,500-004,231615,,,,60 MONTH,BROWNSVILLE RD 669,0
9412606,24764,31677,PARKING METER,TIMING,POM,500-004,231612,,,,60 MONTH,BROWNSVILLE RD 670,0
9412607,24765,31677,PARKING METER,TIMING,POM,500-004,231622,,,,60 MONTH,BROWNSVILLE RD 681,0
9412608,24766,31677,PARKING METER,TIMING,POM,500-004,231625,,,,60 MONTH,BROWNSVILLE RD 655,0
9412609,24767,31677,PARKING METER,TIMING,POM,500-004,231621,,,,60 MONTH,BROWNSVILLE RD 658,0
9412610,24777,31677,PARKING METER,TIMING,POM,500-004,231632,,,,60 MONTH,BROWNSVILLE RD 656,0
9412611,24778,31677,PARKING METER,TIMING,POM,500-004,231639,,,,60 MONTH,BROWNSVILLE RD 665,0
9412612,24779,31677,PARKING METER,TIMING,POM,500-004,231643,,,,60 MONTH,BROWNSVILLE RD 666,0
9412613,24780,31677,PARKING METER,TIMING,POM,500-004,231619,,,,60 MONTH,BROWNSVILLE RD 650,0
9412614,24781,31677,PARKING METER,TIMING,POM,500-004,231626,,,,60 MONTH,BROWNSVILLE RD 653,0
9412615,24782,31677,PARKING METER,TIMING,POM,500-004,231634,,,,60 MONTH,BROWNSVILLE RD 692,0
9412616,24783,31677,PARKING METER,TIMING,POM,500-004,231615,,,,60 MONTH,BROWNSVILLE RD 662,0
9412617,24784,31984,DIGITAL,SCALE,ISHIDA,,10072012,MT,,15 LB,12 MONTH,,0
9412618,24787,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 - (1) (85),5584,,,,60 MONTH,,0
9412619,24788,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 - (1) (85),5691,,,,60 MONTH,,0
9412620,24789,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 - (1) (85),205748,,,,60 MONTH,,0
9412621,24790,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 - (1) (85),5562,,,,60 MONTH,,0
9412622,24791,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 - (1) (85),5562,,,,60 MONTH,,1
9412623,29292,32698,PARKING METER,TIMING,IPS GROUP,,83913,,,,60 MONTH,ALF LOT,0
9412624,24725,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 - (1) (185),5582,,,,60 MONTH,,0
9412625,24726,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 - (1) (185),5340,,,,60 MONTH,,0
9412626,24727,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 - (1) (185),5357,,,,60 MONTH,REJECTED,0
9412627,24728,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 - (1) (185),5646,,,,60 MONTH,REJECTED,0
9412628,24729,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 - (1) (185),5509,,,,60 MONTH,,0
9412629,24730,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 - (1) (185),5645,,,,60 MONTH,,0
9412630,24735,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 - (1) (85),5377,,,,60 MONTH,REJECTED,0
9412631,24736,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 - (1) (85),334297,,,,60 MONTH,REJECTED,0
9412632,24737,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 - (1) (85),5508,,,,60 MONTH,,0
9412633,24743,31677,PARKING METER,TIMING,POM,500-004,231633,,,,60 MONTH,BROWNSVILLE RD 689,0
9412634,24744,31677,PARKING METER,TIMING,POM,500-004,231636,,,,60 MONTH,BROWNSVILLE RD 673,0
9412635,24745,31677,PARKING METER,TIMING,POM,500-004,231646,,,,60 MONTH,BROWNSVILLE RD 667,0
9412636,24746,31677,AIR/VACUUM HOSE,TIMING,POM,500-004,231614,,,,60 MONTH,BROWNSVILLE RD 660,0
9412637,24747,31677,PARKING METER,TIMING,POM,500-004,231642,,,,60 MONTH,BROWNSVILLE RD 668,0
9412638,24748,31677,PARKING METER,TIMING,POM,500-004,231628,,,,60 MONTH,BROWNSVILLE RD 685,0
9412639,24749,31677,PARKING METER,TIMING,POM,500-004,231608,,,,60 MONTH,BROWNSVILLE RD 672,0
9412640,24750,31677,PARKING METER,TIMING,POM,500-004,231609,,,,60 MONTH,BROWNSVILLE RD 671,0
9412641,24752,31677,PARKING METER,TIMING,POM,500-004,231637,,,,60 MONTH,BROWNSVILLE RD 675,0
9412642,24753,31677,PARKING METER,TIMING,POM,500-004,231618,,,,60 MONTH,BROWNSVILLE RD 663,0
9412643,24754,31677,PARKING METER,TIMING,POM,500-004,231627,,,,60 MONTH,BROWNSVILLE RD 680,0
9412644,24755,31677,PARKING METER,TIMING,POM,500-004,231610,,,,60 MONTH,BROWNSVILLE RD 674,0
9412645,24756,31677,PARKING METER,TIMING,POM,500-004,231640,,,,60 MONTH,BROWNSVILLE RD 679,0
9412646,24757,31677,PARKING METER,TIMING,POM,500-004,231624,,,,60 MONTH,BROWNSVILLE RD 682,0
9412647,24758,31677,PARKING METER,TIMING,POM,500-004,231630,,,,60 MONTH,BROWNSVILLE RD 678,0
9412648,24759,31677,PARKING METER,TIMING,POM,500-004,231648,,,,60 MONTH,BROWNSVILLE RD 694,0
9412649,24760,31677,PARKING METER,TIMING,POM,500-004,231635,,,,60 MONTH,BROWNSVILLE RD 684,0
9412650,24768,31677,PARKING METER,TIMING,POM,500-004,231611,,,,60 MONTH,BROWNSVILLE RD 664,0
9412651,24769,31677,PARKING METER,TIMING,POM,500-004,231617,,,,60 MONTH,BROWNSVILLE RD 676,0
9412652,24770,31677,PARKING METER,TIMING,POM,500-004,231617,,,,60 MONTH,BROWNSVILLE RD 695,0
9412653,24771,31677,PARKING METER,TIMING,POM,500-004,231638,,,,60 MONTH,BROWNSVILLE RD 677,0
9412654,24772,31677,PARKING METER,TIMING,POM,500-004,231620,,,,60 MONTH,BROWNSVILLE RD 683,0
9412655,24773,31677,PARKING METER,TIMING,POM,500-004,231629,,,,60 MONTH,BROWNSVILLE RD 661,0
9412656,24774,31677,PARKING METER,TIMING,POM,500-004,231644,,,,60 MONTH,BROWNSVILLE RD 688,0
9412657,24775,31677,PARKING METER,TIMING,POM,500-004,231616,,,,60 MONTH,BROWNSVILLE RD 657,0
9412658,24776,31677,PARKING METER,TIMING,POM,500-004,231641,,,,60 MONTH,BROWNSVILLE RD 691,0
9412659,24785,32346,DIGITAL,SCALE,DATALOGIC,,13475,CART,,30 LB,12 MONTH,,1
9412660,24820,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-185-11,5641,,,,60 MONTH,REJECTED,0
9412661,24821,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-185-11,138120,,,,60 MONTH,,0
9412662,24822,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-185-11,5568,,,,60 MONTH,REJECTED,0
9412663,24823,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-185-11,7770,,,,60 MONTH,REJECTED,0
9412664,24825,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-185-11,244775,,,,60 MONTH,,0
9412665,24826,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-185-11,5337,,,,60 MONTH,REJECTED,0
9412666,24827,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-185-11,5565,,,,60 MONTH,REJECTED,0
9412667,24830,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-185-11,5361,,,,60 MONTH,,0
9412668,24831,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-185-11,6111,,,,60 MONTH,REJECTED,0
9412669,24832,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-185-11,334272,,,,60 MONTH,,0
9412670,24833,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-185-11,5373,,,,60 MONTH,,0
9412671,24834,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-185-11,5346,,,,60 MONTH,,0
9412672,24835,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-185-11,5452,,,,60 MONTH,,0
9412673,24836,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-185-11,5364,,,,60 MONTH,,0
9412674,24837,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-185-11,5578,,,,60 MONTH,REJECTED,0
9412675,24838,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-185-11,5579,,,,60 MONTH,,0
9412676,24839,32542,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-185-11,5581,,,,60 MONTH,,0
